"efo_id","disease_full_name","number_of_associations"
"HP_0000758","Impaired use of nonverbal behaviors",6
"HP_0200134","Epileptic encephalopathy",267
"HP_0002370","Poor coordination",121
"HP_0001251","Ataxia",62
"HP_0002317","Unsteady gait",25
"HP_0002136","Broad-based gait",14
"HP_0002080","Intention tremor",31
"HP_0000726","Dementia",469
"HP_0002121","Generalized non-motor (absence) seizure",68
"HP_0002315","Headache",627
"HP_0000763","Sensory neuropathy",77
"HP_0001583","Rotary nystagmus",8
"HP_0011499","Mydriasis",26
"HP_0000565","Esotropia",25
"HP_0009921","Duane anomaly",8
"HP_0000517","Abnormality of the lens",193
"HP_0011736","Primary hyperaldosteronism",2
"HP_0000008","Abnormal morphology of female internal genitalia",564
"HP_0000138","Ovarian cyst",114
"HP_0030160","Cervicitis",186
"HP_0004420","Arterial thrombosis",186
"HP_0008504","Moderate sensorineural hearing impairment",8
"HP_0000405","Conductive hearing impairment",127
"HP_0000402","Stenosis of the external auditory canal",2
"HP_0002321","Vertigo",209
"EFO_0000270","asthma",3110
"MONDO_0017021","secondary interstitial lung disease specific to childhood associated with a connective tissue disease",123
"MONDO_0017015","primary interstitial lung disease specific to childhood",768
"MONDO_0002037","pleural disease",873
"MONDO_0015222","syndromic respiratory or mediastinal malformation",573
"MONDO_0004867","upper respiratory tract disease",5304
"EFO_0008521","rhinitis",1110
"Orphanet_183622","Genetic respiratory malformation",951
"Orphanet_79161","Disorder of carbohydrate metabolism",4727
"Orphanet_261476","Monosomy Xp21",1
"EFO_1001142","pyruvate carboxylase deficiency disease",11
"Orphanet_79201","Glycogen storage disease",1637
"Orphanet_284435","Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency",84
"Orphanet_2967","Protein R deficiency",1
"Orphanet_280183","Methylmalonic aciduria due to transcobalamin receptor defect",31
"Orphanet_79192","Disorder of pyridoxine metabolism",394
"MONDO_0000152","thiamine-responsive dysfunction syndrome",424
"EFO_0010561","neurodevelopmental disorder with cataracts, poor growth, and dysmorphic facies",5
"MONDO_0060641","neurodevelopmental disorder with or without seizures and gait abnormalities",13
"MONDO_0060490","neurodevelopmental disorder with microcephaly, hypotonia, and variable brain anomalies",29
"EFO_0009645","neurodevelopmental disorder with or without anomalies of the brain, eye, or heart",30
"EFO_1001778","chromosome-defective micronuclei",0
"Orphanet_183484","Genetic subcutaneous tissue disorder",1620
"MONDO_0013461","inosine triphosphatase deficiency",1
"MONDO_0032937","myopathy, congenital proximal, with minicore lesions",75
"MONDO_0032936","myopathy, congenital, with respiratory insufficiency and bone fractures",21
"MONDO_0030029","skeletal dysplasia, mild, with joint laxity and advanced bone age",1
"MONDO_0033548","myopathy, congenital, with diaphragmatic defects, respiratory insufficiency, and dysmorphic facies",0
"MONDO_0030045","Liberfarb syndrome",206
"Orphanet_156","Carnitine palmitoyl transferase 1A deficiency",26
"Orphanet_1361","Carnosinemia",27
"Orphanet_2157","Histidinemia",36
"Orphanet_289866","Disorder of proline metabolism",367
"Orphanet_289832","Disorder of lysine and hydroxylysine metabolism",74
"Orphanet_3124","Saccharopinuria",28
"Orphanet_247582","Citrin deficiency",34
"Orphanet_247585","Citrullinemia type II",28
"MONDO_0037821","porphyrin metabolism disease",1967
"MONDO_0018588","ALECT2 amyloidosis",3
"MONDO_0000129","glutaric aciduria (disease)",341
"Orphanet_68380","Mitochondrial disease",4701
"MONDO_0020811","mitochondrial complex III deficiency, nuclear type",48
"EFO_0009036","Combined oxidative phosphorylation defect type 26",16
"Orphanet_79183","Disorder of ketone body metabolism",185
"Orphanet_309130","Disorder of carnitine cycle and carnitine transport",397
"Orphanet_68366","Lysosomal disease",2810
"Orphanet_35121","Acid phosphatase deficiency",5
"Orphanet_98130","Autosomal trisomy",1866
"Orphanet_262860","Partial duplication of the long arm of chromosome 4",0
"Orphanet_262672","Partial duplication of chromosome 16",204
"Orphanet_262776","Partial duplication of the short arm of chromosome 10",3
"Orphanet_276422","10q22.3q23.3 microduplication syndrome",0
"Orphanet_96055","Tetrasomy 21",4
"Orphanet_3310","Tetrasomy 9p",1
"Orphanet_1708","Mosaic trisomy 16",1
"Orphanet_98154","Uniparental disomy of paternal origin",90
"Orphanet_98142","Partial autosomal monosomy",3054
"Orphanet_251014","2q31.1 microdeletion syndrome",0
"Orphanet_261846","Partial deletion of chromosome 20",6
"Orphanet_262164","Partial deletion of the long arm of chromosome 20",0
"Orphanet_96164","Non-distal monosomy 20q",0
"Orphanet_251066","8p11.2 deletion syndrome",1
"Orphanet_261947","Partial deletion of the short arm of chromosome 11",48
"Orphanet_289513","12q15q21.1 microdeletion syndrome",0
"Orphanet_261893","Partial deletion of the short arm of chromosome 5",65
"Orphanet_1442","Ring chromosome 18",1
"Orphanet_1449","Ring chromosome 7",3
"MONDO_0000762","syndrome caused by partial chromosomal duplication",353
"Orphanet_263746","Y chromosome number anomaly",33
"MONDO_0020226","chromosomal anomaly with cataract",0
"MONDO_0018262","fetal anticonvulsant syndrome",144
"MONDO_0016678","maternal disease-related embryofetopathy",50
"Orphanet_280403","Familial omphalocele syndrome with facial dysmorphism",0
"Orphanet_314041","Marfanoid habitus - inguinal hernia - advanced bone age",0
"Orphanet_1237","Beemer-Ertbruggen syndrome",355
"Orphanet_1547","Cryptomicrotia - brachydactyly - excess fingertip arch",0
"Orphanet_171220","Rectal duplication",1
"Orphanet_117573","Syndromic anorectal malformation",1359
"MONDO_0020732","progeria",277
"Orphanet_109007","Arthrogryposis syndrome",1944
"MONDO_0013334","cocoon syndrome",6
"Orphanet_3294","Extensor tendons of finger anomalies",21
"Orphanet_295034","Congenital knee dislocation",4
"Orphanet_295232","Congenital genu flexum",0
"Orphanet_295234","Congenital patella dislocation, unilateral",0
"Orphanet_295049","Upper limb hypertrophy",0
"OTAR_0000019","familial disease",0
"MONDO_0032893","pachygyria, microcephaly, developmental delay, and dysmorphic facies, with or without seizures",17
"Orphanet_522077","infantile hypotonia-oculomotor anomalies-hyperkinetic movements-developmental delay syndrome",315
"MONDO_0009505","lactic aciduria due to D-lactic acid",6
"EFO_0009078","stag1-related disorder",1
"MONDO_0018538","inherited digestive cancer-predisposing syndrome",1563
"MONDO_0015185","intestinal polyposis syndrome",1398
"MONDO_0014994","global developmental delay, absent or hypoplastic corpus callosum, and dysmorphic facies",3
"MONDO_0009559","mandibulofacial dysostosis with mental deficiency",13
"MONDO_0032882","Heyn-Sproul-Jackson syndrome",47
"MONDO_0030035","leukoencephalopathy, developmental delay, and episodic neurologic regression syndrome",8
"MONDO_0014956","Chitayat syndrome",2
"MONDO_0032885","spondyloepimetaphyseal dysplasia, Isidor-Toutain type",33
"EFO_0010644","Developmental delay with variable intellectual impairment and behavioural abnormalities",8
"MONDO_0007653","genochondromatosis",17
"MONDO_0020853","encephalitis/encephalopathy, mild, with reversible myelin vacuolization",20
"Orphanet_2047","Flynn-Aird syndrome",319
"Orphanet_50809","Talo-patello-scaphoid osteolysis",61
"Orphanet_97360","Robinow syndrome",199
"Orphanet_2502","Metaphyseal dysostosis - intellectual disability - conductive deafness",9
"Orphanet_93276","Polyostotic fibrous dysplasia",17
"MONDO_0016009","fetal trimethadione syndrome",11
"EFO_1000891","De Quervain disease",1
"EFO_1001174","secondary hypertrophic osteoarthropathy",5
"MONDO_0001858","Tietze syndrome",1
"EFO_1000787","osteoarthritis, spine",5
"EFO_0006339","smooth surface dental caries",0
"EFO_0006338","pit and fissure surface dental caries",0
"Orphanet_77830","Rare genetic odontologic disease",1130
"EFO_1001145","Raynaud disease",146
"MONDO_0001576","telangiectasis",246
"EFO_1000896","diabetic angiopathy",255
"EFO_0009659","aneurysm",635
"EFO_0000537","hypertension",4916
"EFO_0009194","Pulmonary arterial hypertension associated with HIV infection",0
"MONDO_0001785","malignant secondary hypertension",3
"EFO_0001645","coronary artery disease",2724
"EFO_0004889","postoperative ventricular dysfunction",1
"Orphanet_36382","Familial cervical artery dissections",7
"MONDO_0007263","cardiac rhythm disease",2460
"EFO_0007507","thoracic outlet syndrome",74
"Orphanet_844","Atrial tachyarrhythmia with short PR interval",11
"MONDO_0024636","inflammation of heart layer",776
"EFO_0005207","congenital heart disease",2157
"EFO_0007251","endocardial fibroelastosis",106
"EFO_1001497","cardiac conduction defect",401
"HP_0032141","Precordial pain",107
"EFO_0009839","bradypnea",13
"EFO_0003822","hyperemia",172
"EFO_0006321","antidepressant-induced dizziness",0
"EFO_0007666","lobe size",16
"HP_0002248","Hematemesis",103
"MONDO_0014548","long QT syndrome 14",6
"EFO_1000820","arteriosclerosis obliterans",49
"GO_0019438","aromatic compound biosynthetic process",0
"GO_0009163","nucleoside biosynthetic process",0
"GO_0072522","purine-containing compound biosynthetic process",0
"GO_0046483","heterocycle metabolic process",0
"GO_0019693","ribose phosphate metabolic process",0
"GO_0044763","single-organism cellular process",0
"GO_0007051","spindle organization",0
"GO_0009235","cobalamin metabolic process",0
"EFO_0007064","cell cycle phase",0
"GO_0000278","mitotic cell cycle",0
"EFO_0005109","energy expenditure",28
"GO_0042747","circadian sleep/wake cycle, REM sleep",0
"GO_0007610","behavior",2656
"EFO_0004891","callous character",0
"EFO_0005322","callous-unemotional behaviour",0
"EFO_0007918","response to anti-tuberculosis drug",1
"EFO_0007612","response to montelukast",2
"EFO_0005257","response to anthracycline-based chemotherapy",0
"EFO_0005943","response to bevacizumab",1
"EFO_0007867","response to gefitinib",0
"EFO_0005205","response to dabigatran etexilate",0
"GO_0097335","response to quetiapine",0
"EFO_0004653","response to TNF antagonist",26
"EFO_0007767","response to calcium channel blocker",2
"GO_0009314","response to radiation",144
"GO_0051180","vitamin transport",0
"GO_0042592","homeostatic process",0
"Orphanet_1576","Infantile bilateral striatal necrosis",123
"GO_1990110","callus formation",107
"EFO_0003837","calcification",3
"GO_0044238","primary metabolic process",0
"GO_1901137","carbohydrate derivative biosynthetic process",0
"GO_0045823","positive regulation of heart contraction",0
"GO_0002695","negative regulation of leukocyte activation",0
"GO_1900133","regulation of renin secretion into blood stream",0
"GO_0051726","regulation of cell cycle",0
"GO_0007088","regulation of mitotic nuclear division",0
"GO_0042752","regulation of circadian rhythm",0
"EFO_1001141","pyelonephritis",260
"Orphanet_2031","Hepatic fibrosis - renal cysts - intellectual disability",77
"Orphanet_805","Tuberous sclerosis",515
"Orphanet_526","Liddle syndrome",46
"Orphanet_99819","Familial gestational hyperthyroidism",3
"Orphanet_52047","Braddock syndrome",125
"Orphanet_34526","Familial primary hypomagnesemia",214
"Orphanet_306519","Familial primary hypomagnesemia with hypocalcuria",53
"Orphanet_94088","Hereditary renal hypouricemia",47
"Orphanet_289176","Autosomal recessive hypophosphatemic rickets",65
"Orphanet_93604","Antenatal Bartter syndrome",63
"Orphanet_93623","Dent disease type 2",60
"MONDO_0033006","Galloway-Mowat syndrome 2, X-linked",143
"MONDO_0012350","complement factor H deficiency",247
"MONDO_0001549","hemolytic-uremic syndrome",516
"Orphanet_2134","Atypical hemolytic-uremic syndrome",410
"MONDO_0013517","beta-thalassemia HBB/LCRB",163
"Orphanet_650","LCAT deficiency",320
"Orphanet_95161","Chronic hepatic porphyria",1113
"Orphanet_79312","Vitamin B12-unresponsive methylmalonic acidemia type mut-",135
"Orphanet_79238","Galactose epimerase deficiency",41
"Orphanet_469","Hereditary fructose intolerance",31
"Orphanet_93600","Primary hyperoxaluria type 3",4
"Orphanet_93599","Primary hyperoxaluria type 2",3
"Orphanet_308442","Vitamin B12-responsive methylmalonic acidemia, type cblDv2",132
"Orphanet_238654","Congenital primary megaureter, nonrefluxing and unobstructed form",0
"MONDO_0018470","renal agenesis (disease)",85
"Orphanet_97361","Unilateral renal hypoplasia",3
"MONDO_0060554","vertebral, cardiac, renal, and limb defects syndrome 1",0
"Orphanet_2820","Spastic paraplegia - nephritis - deafness",61
"Orphanet_2278","Ichthyosis - intellectual disability - dwarfism - renal impairment",23
"MONDO_0002367","kidney cancer",4449
"EFO_0002890","renal carcinoma",4186
"EFO_0000349","clear cell renal carcinoma",3860
"MONDO_0002730","childhood kidney neoplasm",46
"MONDO_0008627","ureter cancer",71
"MONDO_0003200","urethra adenocarcinoma",6
"MONDO_0024337","urothelial neoplasm",1257
"MONDO_0003125","testicular sex cord-stromal neoplasm",0
"EFO_1000416","Ovarian Endometrioid Adenocarcinoma",693
"EFO_1000417","Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation",672
"MONDO_0004166","hereditary fallopian tube carcinoma",0
"MONDO_0000548","ovarian clear cell cancer",247
"MONDO_0012933","breast-ovarian cancer, familial, susceptibility to, 2",29
"EFO_0006462","ovarian mucinous adenocarcinoma",259
"MONDO_0003710","ovarian mixed germ cell neoplasm",5
"EFO_1000415","Ovarian Embryonal Carcinoma",7
"MONDO_0042487","uterine cervix carcinoma in situ",97
"EFO_1000613","Uterine Carcinosarcoma",618
"MONDO_0002876","cervical adenosarcoma",10
"EFO_1000136","Borderline Ovarian Clear Cell Tumor",0
"EFO_1000116","Benign Ovarian Neoplasm",24
"EFO_0005088","testicular carcinoma",524
"EFO_0004266","primary ovarian insufficiency",1316
"MONDO_0019851","acquired primary ovarian failure",0
"Orphanet_261579","Blepharophimosis - epicanthus inversus - ptosis due to polyA expansion",0
"Orphanet_98754","Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15",1
"Orphanet_85442","Short stature - pituitary and cerebellar defects - small sella turcica",149
"MONDO_0001967","gonadal dysgenesis",404
"EFO_1000401","Non-Seminomatous Lesion",56
"Orphanet_95699","Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency",39
"Orphanet_137631","Lung fibrosis - immunodeficiency - 46,XX gonadal dysgenesis",94
"Orphanet_325345","46,XY ovotesticular disorder of sex development",2
"Orphanet_1422","Chondrodysplasia - disorder of sex development",18
"Orphanet_1646","Partial chromosome Y deletion",194
"EFO_0001054","leprosy",432
"EFO_0001056","tuberculoid leprosy",65
"EFO_1001240","vulvovaginitis",166
"EFO_1001799","incomplete abortion",6
"EFO_0010685","menopausal or post-menopausal disease",113
"MONDO_0012511","preterm premature rupture of the membranes",85
"EFO_0009573","high-risk pregnancy",39
"EFO_1001206","syphilitic aortitis",0
"EFO_1001754","Abruptio Placentae",59
"EFO_1001794","fetomaternal transfusion",7
"EFO_0007202","cervical incompetence",26
"MONDO_0019937","rare gynecologic or obstetric disease",3988
"MONDO_0015856","syndromic breast hypoplasia/aplasia",138
"EFO_1000526","Simple Endometrial Hyperplasia with Atypia",1
"EFO_0000765","AIDS",388
"EFO_1001348","HIV-Associated Lipodystrophy Syndrome",64
"MONDO_0022293","vascular disorder of penis",95
"EFO_1001104","phimosis",119
"Orphanet_3341","Torticollis - keloids - cryptorchidism - renal dysplasia",5
"Orphanet_3224","Deafness - genital anomalies - metacarpal and metatarsal synostosis",0
"Orphanet_2437","Split hand - urinary anomalies - spina bifida",25
"EFO_0007208","Churg-Strauss syndrome",84
"Orphanet_314701","Primary systemic amyloidosis",69
"EFO_1001148","relapsing polychondritis",20
"EFO_1001149","renal aminoaciduria",1
"EFO_0009689","urethral disease",3891
"MONDO_0024483","urothelial hyperplasia",12
"EFO_1001289","Cholecystitis, Acute",131
"EFO_0004799","cholelithiasis",557
"EFO_1001117","postcholecystectomy syndrome",2
"Orphanet_183678","Hermansky-Pudlak syndrome with neutropenia",51
"MONDO_0000577","congenital anemia",3045
"Orphanet_98791","Alpha-thalassemia - intellectual disability syndrome linked to chromosome 16",32
"Orphanet_2598","Mitochondrial myopathy and sideroblastic anemia",321
"Orphanet_71289","Radio-ulnar synostosis - amegakaryocytic thrombocytopenia",31
"Orphanet_183654","Rare genetic coagulation disorder",4563
"Orphanet_220452","Inherited giant platelet disorder",647
"Orphanet_331","Congenital factor XIII deficiency",18
"Orphanet_391320","East Texas bleeding disorder",1
"Orphanet_369962","Methylmalonic acidemia with homocystinuria, type cblX",6
"Orphanet_369861","Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome",44
"Orphanet_98364","Rare constitutional hemolytic anemia due to a red cell membrane anomaly",824
"Orphanet_46532","Hereditary persistence of fetal hemoglobin - beta-thalassemia",610
"Orphanet_275752","Sickle cell disease and related diseases",543
"EFO_1001797","Hemoglobin SC Disease",1
"Orphanet_139373","Recessive hereditary methemoglobinemia type 1",79
"Orphanet_293830","Constitutional dyserythropoietic anemia",517
"Orphanet_98869","Congenital dyserythropoietic anemia type I",369
"EFO_1001264","Anemia, Hemolytic, Autoimmune",175
"MONDO_0004380","dendritic cell sarcoma",58
"EFO_1001932","adult acute megakaryoblastic leukemia",0
"Orphanet_168612","Congenital deficiency in alpha-fetoprotein",1
"Orphanet_73","Gorham-Stout disease",64
"Orphanet_158038","Primary hemophagocytic lymphohistiocytosis",1863
"EFO_1001938","B-cell non-Hodgkins lymphoma",4051
"EFO_1000182","Colon Burkitt Lymphoma",0
"EFO_1000550","Splenic Marginal Zone Lymphoma",210
"EFO_0004906","lymph node metastatic carcinoma",2702
"EFO_0009314","blood coagulation disease",4699
"MONDO_0016637","thrombotic disorder due to an acquired platelet anomaly",450
"MONDO_0020743","mixed phenotype acute leukemia",93
"EFO_1000178","Chronic Eosinophilic Leukemia, Not Otherwise Specified",110
"MONDO_0021138","bone marrow cancer",5582
"EFO_0010580","blastic plasmacytoid dendritic cell neoplasm",113
"MONDO_0019453","refractory cytopenia with multilineage dysplasia",122
"MONDO_0019473","enteropathy-associated T-cell lymphoma",67
"MONDO_0019474","hepatosplenic T-cell lymphoma",37
"MONDO_0017814","primary bone lymphoma",538
"MONDO_0015820","primary cutaneous B-cell lymphoma",46
"EFO_0002427","myeloid neoplasm",6408
"EFO_0007444","Plasmodium falciparum malaria",591
"EFO_1000937","fetal erythroblastosis",17
"EFO_0009529","anemia due to enzyme disorder",649
"Orphanet_47","X-linked agammaglobulinemia",542
"MONDO_0003827","transient hypogammaglobulinemia",25
"Orphanet_331223","Hyper-IgE syndrome",478
"Orphanet_101088","X-linked hyper-IgM syndrome",535
"EFO_1001016","leukostasis",69
"OTAR_0000009","injury, poisoning or other complication",7892
"Orphanet_189439","Primary pigmented nodular adrenocortical disease",99
"EFO_0002687","ischemia reperfusion injury",907
"EFO_0009509","limb injury",65
"EFO_0009833","kidney injury",615
"MONDO_0004247","peptic ulcer disease",641
"EFO_1000753","phototoxic dermatitis",10
"EFO_1000848","breast cyst",49
"EFO_1000306","Intraductal Breast Papilloma",4
"EFO_0000305","breast carcinoma",9503
"EFO_0000186","invasive breast ductal carcinoma",3377
"EFO_0000580","medullary breast carcinoma",32
"Orphanet_1935","Early myoclonic encephalopathy",318
"MONDO_0014916","developmental and epileptic encephalopathy, 41",1
"EFO_0009039","Congenital bile acid synthesis defect",321
"Orphanet_79095","Congenital bile acid synthesis defect type 4",138
"EFO_0009683","puerperal disorder",321
"EFO_0009547","eyelid disease",4349
"Orphanet_580","Mucopolysaccharidosis type 2",28
"Orphanet_1256","Blepharophimosis - radioulnar synostosis",0
"Orphanet_99172","Euryblepharon",0
"MONDO_0001334","hypertrichosis of eyelid",8
"MONDO_0002463","lacrimal gland carcinoma",13
"MONDO_0020740","ectodermal dysplasia and immunodeficiency 1",193
"EFO_1000713","hypopigmentation of eyelid",0
"MONDO_0020173","benign tumor of palpebral epidermis",806
"EFO_0007141","allergic conjunctivitis",216
"MONDO_0001230","acute orbital inflammation",3
"EFO_1001156","retinal vasculitis",33
"Orphanet_91494","Macular coloboma - cleft palate - hallux valgus",4
"Orphanet_216","Neuronal ceroid lipofuscinosis",769
"Orphanet_79262","Adult neuronal ceroid lipofuscinosis",407
"Orphanet_352709","CLN13 disease",43
"Orphanet_79255","GM1 gangliosidosis type 1",20
"Orphanet_206448","Adult Krabbe disease",0
"Orphanet_1872","Cone rod dystrophy",586
"Orphanet_70474","Leigh syndrome with cardiomyopathy",8
"Orphanet_251295","Pigmented paravenous retinochoroidal atrophy",1
"MONDO_0012662","Usher syndrome type 2D",29
"Orphanet_157850","Pantothenate kinase-associated neurodegeneration",32
"Orphanet_1884","Ectopia lentis - chorioretinal dystrophy - myopia",0
"Orphanet_98662","Unclassified familial retinal dystrophy",322
"MONDO_0004588","night blindness",283
"EFO_0009363","chronic central serous retinopathy",10
"Orphanet_98668","Vitreoretinopathy",1059
"EFO_0010133","diabetic maculopathy",235
"EFO_0007405","optic neuritis",326
"Orphanet_217046","Autosomal recessive childhood-onset cortical cataract",8
"MONDO_0014455","cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome",5
"Orphanet_627","Nance-Horan syndrome",9
"Orphanet_309796","Rhizomelic chondrodysplasia punctata type 2",45
"Orphanet_352654","Early-onset progressive neurodegeneration - blindness - ataxia - spasticity",27
"EFO_0009017","Autosomal recessive spastic paraplegia type 57",63
"Orphanet_67036","Autosomal dominant optic atrophy and cataract",557
"Orphanet_98673","Autosomal dominant optic atrophy, classic type",295
"MONDO_0044655","c12orf65-related combined oxidative phosphorylation defect",156
"Orphanet_320375","Autosomal recessive spastic paraplegia type 55",154
"MONDO_0060582","auditory neuropathy-optic atrophy syndrome",212
"Orphanet_99718","Leber plus disease",118
"Orphanet_50","Aicardi syndrome",124
"Orphanet_2409","Lowry-MacLean syndrome",46
"Orphanet_1804","Dyssegmental dysplasia - glaucoma",17
"Orphanet_2536","Microcornea - glaucoma - absent frontal sinuses",31
"Orphanet_139450","Microtia - eye coloboma - imperforation of the nasolacrimal duct",20
"Orphanet_2542","Isolated anophthalmia - microphthalmia",791
"Orphanet_98633","Goniodysgenesis",26
"Orphanet_435","Ito hypomelanosis",11
"Orphanet_79433","Oculocutaneous albinism type 3",261
"Orphanet_79434","Oculocutaneous albinism type 1B",37
"Orphanet_381","Griscelli disease",541
"Orphanet_2407","LOC syndrome",26
"Orphanet_477","KID syndrome",58
"Orphanet_352447","Progressive external ophthalmoplegia - myopathy - emaciation",52
"MONDO_0007796","hypoparathyroidism, familial isolated 1",109
"Orphanet_309192","Tay-Sachs disease, B variant, adult form",0
"Orphanet_309178","Tay-Sachs disease, B variant, infantile form",0
"Orphanet_98620","Syndromic myopia",964
"Orphanet_293603","Congenital hereditary endothelial dystrophy type II",11
"Orphanet_79269","Sanfilippo syndrome type A",50
"Orphanet_240071","Classical progressive supranuclear palsy",7
"Orphanet_98760","Spinocerebellar ataxia type 8",22
"EFO_0010249","spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 3",16
"MONDO_0032923","spinocerebellar ataxia, autosomal recessive 28",3
"Orphanet_254343","Autosomal recessive spastic ataxia - optic atrophy - dysarthria",79
"MONDO_0021487","benign neoplasm of choroid",0
"MONDO_0019541","non-infectious posterior uveitis",22
"EFO_1001203","suppurative uveitis",0
"EFO_0008624","vitreous body disease",4846
"MONDO_0004860","vitreous disease",717
"EFO_0001059","cataract",3680
"EFO_1000879","corneal edema",140
"EFO_0007308","Herpes simplex virus keratitis",55
"EFO_1000404","Ocular Melanoma with Extraocular Extension",0
"MONDO_0000169","microphthalmia, isolated, with cataract",0
"EFO_1000542","Solid Pseudopapillary Neoplasm of the Pancreas",17
"MONDO_0001933","endocrine pancreas disease",6724
"Orphanet_391408","Primary microcephaly-mild intellectual disability-young-onset diabetes syndrome",236
"Orphanet_280356","Familial partial lipodystrophy associated with PLIN1 mutations",403
"Orphanet_28455","Pancreatic beta cell agenesis with neonatal diabetes mellitus",48
"EFO_1001511","monogenic diabetes",52
"EFO_1000720","keratosis",1160
"EFO_1000666","acrokeratosis verruciformis",111
"Orphanet_307995","Marginal papular palmoplantar keratoderma",88
"Orphanet_98352","Autosomal dominant disease with diffuse palmoplantar keratoderma as a major feature",270
"Orphanet_65282","Woolly hair-palmoplantar keratoderma-dilated cardiomyopathy syndrome",41
"EFO_1000731","maxillary sinus cholesteatoma",0
"EFO_0009855","frontal fibrosing alopecia",22
"Orphanet_505","Graham Little-Piccardi-Lassueur syndrome",2
"MONDO_0003413","hair follicle neoplasm",21
"EFO_1001320","Exanthema Subitum",5
"EFO_1001445","Tungiasis",3
"EFO_1001784","diffuse cutaneous Leishmaniasis",19
"Orphanet_2841","Familial benign chronic pemphigus",49
"EFO_1000692","epidermolysis bullosa dystrophica",44
"Orphanet_89841","Centripetalis recessive dystrophic epidermolysis bullosa",0
"EFO_0004276","Stevens-Johnson syndrome",78
"MONDO_0043003","familial acanthosis nigricans",161
"Orphanet_2885","Piebald trait - neurologic defects",8
"Orphanet_3231","Deafness-onychodystrophy syndrome",59
"Orphanet_183447","Genetic epidermal appendage anomaly",3460
"Orphanet_3362","Trichomegaly - cataract - hereditary spherocytosis",0
"Orphanet_1262","Böök syndrome",64
"Orphanet_3353","Trichodermodysplasia - dental alterations",0
"Orphanet_247820","Ectodermal dysplasia - syndactyly syndrome",73
"Orphanet_2930","Cronkhite-Canada syndrome",139
"MONDO_0018683","acquired ichthyosis",2
"Orphanet_281244","Autosomal ichthyosis syndrome with other associated signs",796
"Orphanet_91131","DK1-CDG",156
"MONDO_0020702","autosomal dominant epidermolytic ichthyosis",35
"Orphanet_409","Hyperkeratosis lenticularis perstans",85
"Orphanet_85165","Severe achondroplasia - developmental delay - acanthosis nigricans",69
"Orphanet_353220","Familial primary localized cutaneous amyloidosis",83
"Orphanet_75497","X-linked Ehlers-Danlos syndrome",2
"Orphanet_1334","Chronic mucocutaneous candidosis",1052
"Orphanet_157949","Combined immunodeficiency with skin granulomas",623
"Orphanet_2796","Pachydermoperiostosis",34
"MONDO_0002090","eccrine sweat gland neoplasm",69
"EFO_1000967","hidrocystoma",171
"MONDO_0003363","malignant dermis tumor",152
"EFO_0000707","squamous cell carcinoma",7556
"EFO_1001960","hypopharyngeal squamous cell carcinoma",94
"EFO_1001940","basaloid squamous cell carcinoma",82
"EFO_1000278","Gastric Squamous Cell Carcinoma",38
"MONDO_0056806","non-small cell squamous lung carcinoma",318
"MONDO_0021634","epithelial skin neoplasm",8413
"MONDO_0022057","calcifying epithelial odontogenic tumor",8
"MONDO_0002297","epidermal appendage tumor",448
"EFO_1001814","nephrogenic fibrosing dermopathy",23
"EFO_0005319","contact dermatitis",430
"EFO_1001871","acquired cold urticaria",16
"MONDO_0000653","integumentary system cancer",8549
"MONDO_0021400","polyp of colon",172
"EFO_1000391","Nasal Cavity Polyp",504
"EFO_0009478","vocal cord polyp",30
"EFO_1001763","basal cell neoplasm",8
"Orphanet_68336","Rare genetic tumor",9053
"MONDO_0018698","hereditary neuroendocrine tumor of small intestine",0
"EFO_1000175","Chondroid Hamartoma",8
"MONDO_0021169","epithelioid hemangioma",18
"MONDO_0003353","heart leiomyosarcoma",0
"EFO_1000921","endomyocardial fibrosis",14
"EFO_1001394","Peritoneal Fibrosis",120
"MONDO_0001406","peripheral nervous system neoplasm",1451
"MONDO_0002433","malignant cranial nerve neoplasm",96
"MONDO_0003197","granular cell carcinoma",15
"EFO_0000693","schwannoma",392
"MONDO_0002718","central nervous system teratoma",0
"MONDO_0021374","neoplasm of cerebral hemisphere",25
"MONDO_0003257","posterior pituitary gland neoplasm",17
"MONDO_0013083","neuroblastoma, susceptibility to, 3",1
"EFO_1000142","Brain Stem Glioma",259
"MONDO_0004245","ependymal tumor of brain",28
"MONDO_0018744","oligodendroglial tumor",717
"MONDO_0045056","grade II meningioma",23
"MONDO_0002855","ectomesenchymoma",7
"MONDO_0016730","gangliocytoma",0
"MONDO_0021474","benign neoplasm of ear",0
"MONDO_0024879","metastatic carcinoma",255
"EFO_0000331","chondroblastoma",123
"EFO_1000556","Superficial Fibromatosis",237
"MONDO_0002678","pediatric fibrosarcoma",33
"EFO_1000328","Low Grade Fibromyxoid Sarcoma",25
"EFO_0000569","liposarcoma",495
"EFO_0000613","myxoid liposarcoma",113
"EFO_0003083","pleomorphic liposarcoma",65
"EFO_0002422","benign neoplasm",5732
